task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"open, sort, and distribute incoming correspondence, including faxes and email.",0.7567567567567568,,,,0.24324324324324326,,
"operate communication systems, such as telephone, switchboard, intercom, two-way radio, or public address.",0.7741935483870968,,,,0.2258064516129032,,
operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,0.75,,,,0.25,,
"operate computers programmed with accounting software to record, store, and analyze information.",0.851063829787234,,,,0.14893617021276595,,
operate data capture technology to import digitized documents into document management system.,0.95,,,,0.05,,
"operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",0.8290598290598291,,,,0.008547008547008548,0.16239316239316237,
operate detecting devices to screen individuals and prevent passage of prohibited articles into restricted areas.,0.7288732394366196,,,0.17253521126760563,0.008802816901408451,,0.0897887323943662
operate equipment to demonstrate proper use or to analyze malfunctions.,,,,,1.0,,
"operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",0.6020408163265306,0.20408163265306117,,0.10714285714285714,0.08673469387755102,,
"operate robots to perform customized tasks, such as environmental cleanup or explosive detection operations.",,,,,1.0,,
operate spreadsheet programs and other types of software to load and manipulate data and to produce reports.,0.8533333333333334,,,,0.14666666666666667,,
"operate telephone switchboard to answer, screen, or forward calls, providing information, taking messages, or scheduling appointments.",0.8214285714285714,,,0.17142857142857143,0.007142857142857143,,
"operate testing equipment, such as heat stress meters, octave band analyzers, motion analysis equipment, inclinometers, light meters, velometers, sling psychrometers, or colormetric detection tubes.",0.9,,,,0.1,,
"optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (seo) or for display and usability on internet-connected devices.",0.7916666666666665,,,,0.20833333333333337,,
optimize shopping cart experience or web site conversion rates against key performance indicators (kpis).,0.8352941176470589,,,0.07647058823529412,0.08823529411764706,,
optimize web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,0.951219512195122,,,,0.04878048780487805,,
organize and label materials and display students' work.,0.8529411764705883,,,,0.14705882352941177,,
organize and maintain geospatial data and associated documentation.,0.8461538461538461,,,,0.15384615384615383,,
"organize and maintain law libraries, documents, and case files.",1.0,,,,,,
organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,0.8996655518394648,,,,0.033444816053511704,0.06688963210702341,
"organize and work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled.",0.9361702127659577,,,,0.06382978723404255,,
"organize data, and analyze and interpret its authenticity and relative significance.",0.7647058823529411,,,,0.2352941176470588,,
"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",0.8286713286713286,,,0.022144522144522144,0.022144522144522144,0.12703962703962704,
"organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",0.8130841121495327,,0.04205607476635514,0.04906542056074766,0.018691588785046728,0.07710280373831775,
"organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",0.9411764705882352,,,,0.0588235294117647,,
organize production and design of curriculum materials.,0.8461538461538461,,,,0.15384615384615383,,
organize schedules for refuse collection.,1.0,,,,,,
"participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",0.8823529411764706,,,,0.1176470588235294,,
"participate in online forums or conferences to stay abreast of online retailing trends, techniques, or security threats.",,,,,1.0,,
"participate in research projects, conferences, or technical meetings.",,,,,1.0,,
"participate in student recruitment, registration, and placement activities.",0.7241379310344827,,,,0.2758620689655172,,
"participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",0.76,,,,0.24,,
"participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",0.9487179487179486,,,,0.05128205128205128,,
participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,0.5982905982905983,,,,0.15384615384615383,0.1752136752136752,0.07264957264957266
"perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",,,,,1.0,,
perform administrative duties such as serving as department head.,0.8947368421052632,,,,0.10526315789473684,,
"perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",0.8055555555555556,,,,0.19444444444444448,,
"perform administrative duties, such as preparing sales budgets and reports, keeping sales records, and filing expense account reports.",0.8590785907859079,,,0.08401084010840108,0.010840108401084009,,0.04607046070460705
"perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.",,,,,1.0,,
"perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials.",0.8852459016393442,,,,0.11475409836065571,,
