task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",0.1777,0.0574,0.6648999999999999,0.0106,0.07339999999999999,0.016,0.0
"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.",0.2241,0.10339999999999999,0.37929999999999997,0.0345,0.2241,0.0345,0.0
"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",0.4225,0.0504,0.018600000000000002,0.018600000000000002,0.4767,0.013300000000000001,0.0
Integrate engineering elements into unified architectural designs.,0.1458,0.0208,0.125,0.0,0.6875,0.0208,0.0
Integrate online retailing strategy with physical or catalogue retailing operations.,0.2662,0.1331,0.0956,0.030699999999999998,0.4539,0.020499999999999997,0.0
Integrate remotely sensed data with other geospatial data.,0.40630000000000005,0.34380000000000005,0.0625,0.0625,0.125,0.0,0.0
"Interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, or vocational development and adjustment.",0.1272,0.16870000000000002,0.408,0.11,0.12789999999999999,0.0581,0.0
Interpret administrative and operating policies and procedures for employees.,0.2368,0.1184,0.5,0.0,0.1447,0.0,0.0
"Interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",0.19940000000000002,0.027200000000000002,0.5710000000000001,0.0363,0.12689999999999999,0.0393,0.0
Interpret and communicate work procedures and company policies to staff.,0.25730000000000003,0.0702,0.4035,0.0058,0.2047,0.058499999999999996,0.0
"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",0.1753,0.0694,0.5222,0.0,0.19079999999999997,0.0424,0.0
"Interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.",0.2048,0.18420000000000003,0.45539999999999997,0.011899999999999999,0.1107,0.0329,0.0
"Interpret and explain laws and regulations to travelers, prospective immigrants, shippers, and manufacturers.",0.23070000000000002,0.04650000000000001,0.6098,0.0158,0.061200000000000004,0.0359,0.0
"Interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.",0.31579999999999997,0.0263,0.4211,0.0,0.21050000000000002,0.0263,0.0
"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",0.3657,0.029900000000000003,0.2985,0.0746,0.1642,0.0672,0.0
Interpret civil rights laws and equal opportunity regulations for individuals or employers.,0.3103,0.069,0.2414,0.069,0.2759,0.0345,0.0
Interpret clinical or diagnostic test results.,0.3821,0.12869999999999998,0.34909999999999997,0.008199999999999999,0.0999,0.0319,0.0
"Interpret data from traffic modeling software, geographic information systems, or associated databases.",0.5,0.1875,0.125,0.0625,0.125,0.0,0.0
"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.3887,0.12619999999999998,0.1882,0.0084,0.2418,0.0467,0.0
"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",0.1489,0.3617,0.23399999999999999,0.0426,0.1702,0.0426,0.0
"Interpret diagnostic or laboratory tests, such as electrocardiograms (EKGs) and renal functioning tests.",0.3514,0.16219999999999998,0.3514,0.0,0.1081,0.027000000000000003,0.0
Interpret diagnostic test results for deviations from normal.,0.3489,0.13570000000000002,0.38770000000000004,0.0,0.09369999999999999,0.0339,0.0
Interpret diagnostic test results to make appropriate differential diagnoses.,0.31370000000000003,0.1697,0.3653,0.0074,0.09960000000000001,0.0443,0.0
Interpret drilling and testing information for personnel.,0.1524,0.019,0.7524,0.0095,0.047599999999999996,0.019,0.0
"Interpret engineering sketches, specifications, or drawings.",0.192,0.0199,0.6286999999999999,0.0102,0.1215,0.0276,0.0
Interpret government regulations and applicable codes to ensure compliance.,0.3125,0.08460000000000001,0.2721,0.0129,0.2261,0.0919,0.0
Interpret indicators to ascertain the overall health of an environment.,0.2021,0.35109999999999997,0.266,0.0,0.1277,0.053200000000000004,0.0
Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,0.4865,0.1081,0.2703,0.013500000000000002,0.1081,0.013500000000000002,0.0
Interpret laboratory results and communicate findings to patients or physicians.,0.3208,0.095,0.4792,0.019799999999999998,0.0554,0.0297,0.0
"Interpret laws, rulings and regulations for individuals and businesses.",0.1704,0.0742,0.4526,0.0079,0.255,0.039900000000000005,0.0
"Interpret legal requirements, provide safety information, or recommend compliance procedures to contractors, craft workers, engineers, or property owners.",0.1609,0.09949999999999999,0.29109999999999997,0.0181,0.387,0.0434,0.0
Interpret protocols and advise treating physicians on appropriate dosage modifications or treatment calculations based on patient characteristics.,0.25,0.1875,0.4375,0.0,0.125,0.0,0.0
Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,0.36229999999999996,0.0725,0.21739999999999998,0.014499999999999999,0.2899,0.0435,0.0
"Interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications.",0.2061,0.0,0.6061,0.0545,0.1091,0.0242,0.0
Interpret results of financial analysis procedures.,0.2488,0.08779999999999999,0.19510000000000002,0.0049,0.439,0.024399999999999998,0.0
"Interpret safety regulations for others interested in industrial safety, such as safety engineers, labor representatives, and safety inspectors.",0.1892,0.0,0.5676,0.0,0.1892,0.0541,0.0
"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",0.2703,0.3243,0.1892,0.0,0.027000000000000003,0.1892,0.0
"Interpret the artistic creations of clients to assess their functioning, needs, or progress.",0.4,0.05,0.3,0.0,0.2,0.05,0.0
"Interpret the results of neuroimaging studies, such as Magnetic Resonance Imaging (MRI), Single Photon Emission Computed Tomography (SPECT), and Positron Emission Tomography (PET) scans.",0.2361,0.1389,0.4028,0.0,0.19440000000000002,0.0278,0.0
Interpret the results of standardized tests to determine students' strengths and areas of need.,0.5806,0.0968,0.0968,0.0,0.1935,0.0323,0.0
"Interpret transportation or tariff regulations, shipping orders, safety regulations, or company policies and procedures for workers.",0.125,0.0417,0.625,0.0,0.20829999999999999,0.0,0.0
Intervene as an advocate for clients or patients to resolve emergency problems in crisis situations.,0.11109999999999999,0.5,0.11109999999999999,0.11109999999999999,0.0556,0.11109999999999999,0.0
"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs.",0.2,0.4667,0.0667,0.0,0.2667,0.0,0.0
"Interview clients to determine clients' assets, liabilities, cash flow, insurance coverage, tax status, or financial objectives.",0.3077,0.11539999999999999,0.07690000000000001,0.23079999999999998,0.23079999999999998,0.0385,0.0
"Interview clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, or other information needed to develop a financial plan.",0.1765,0.5294,0.1176,0.0588,0.1176,0.0,0.0
"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.1277,0.4043,0.0213,0.053200000000000004,0.37229999999999996,0.0213,0.0
Interview job applicants to obtain and verify information used to screen and evaluate them.,0.625,0.125,0.0,0.0,0.1875,0.0625,0.0
Interview patients to obtain comprehensive medical histories.,0.056600000000000004,0.5849,0.24530000000000002,0.0755,0.0377,0.0,0.0
"Interview patients to obtain information, such as complaints, symptoms, medical histories, and family histories.",0.125,0.5832999999999999,0.125,0.16670000000000001,0.0,0.0,0.0
Interview people and keep track of their responses.,0.2857,0.3016,0.0,0.127,0.2857,0.0,0.0
"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",0.1942,0.036000000000000004,0.0,0.0,0.7662,0.0036,0.0
"Investigate cause, progress, life cycle, or mode of transmission of diseases or parasites.",0.2273,0.0455,0.5455,0.0,0.0909,0.0909,0.0
Investigate customer or public complaints to determine the nature and extent of problems.,0.16329999999999997,0.4286,0.2041,0.0204,0.0408,0.1429,0.0
Investigate customer problems referred by technical support.,0.2162,0.2973,0.1081,0.0541,0.2973,0.027000000000000003,0.0
"Investigate diseases or parasites to determine cause and risk factors, progress, life cycle, or mode of transmission.",0.2,0.0,0.8,0.0,0.0,0.0,0.0
Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.,0.3096,0.5333,0.08130000000000001,0.016399999999999998,0.0475,0.011899999999999999,0.0
Investigate illegal or suspicious activities.,0.2556,0.3222,0.15560000000000002,0.0222,0.16670000000000001,0.07780000000000001,0.0
"Investigate or resolve operational problems, such as material use variances or bottlenecks.",0.26789999999999997,0.32170000000000004,0.0781,0.0095,0.2943,0.0285,0.0
"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.3299,0.051500000000000004,0.0825,0.0103,0.5257999999999999,0.0,0.0
"Investigate sources, such as auctions, estate sales, liquidators, wholesalers, or trade shows for new items, used items, or collectibles.",0.7188,0.125,0.0313,0.0,0.125,0.0,0.0
"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",0.1809,0.14880000000000002,0.3423,0.019,0.26899999999999996,0.0401,0.0
"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0.7778,0.1481,0.024700000000000003,0.037000000000000005,0.0,0.0123,0.0
Issue notices and recommend corrective actions when infractions or problems are found.,0.21960000000000002,0.1595,0.0641,0.032400000000000005,0.3031,0.2213,0.0
Keep accurate records of transactions.,0.6364,0.2727,0.0,0.0,0.0909,0.0,0.0
Keep detailed logs of all work-related activities.,0.7763,0.15130000000000002,0.009899999999999999,0.016399999999999998,0.042800000000000005,0.0033,0.0
"Keep informed regarding pending industry changes, trends, or best practices.",0.40130000000000005,0.0191,0.3885,0.0446,0.1338,0.0127,0.0
Keep records and accounts.,0.35509999999999997,0.35509999999999997,0.0,0.0,0.2897,0.0,0.0
Keep records of client needs and preferences and the services provided.,0.4391,0.2547,0.0163,0.0552,0.22460000000000002,0.01,0.0
