task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Organize data, and analyze and interpret its authenticity and relative significance.",0.9451,0.022000000000000002,0.011000000000000001,0.0,0.011000000000000001,0.011000000000000001,0.0
"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",0.9752,0.0079,0.0007000000000000001,0.0036,0.012,0.0006,0.0
"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",0.8236,0.1041,0.003,0.0297,0.036699999999999997,0.003,0.0
Oversee the daily performance of computer systems.,0.8156,0.041299999999999996,0.0037,0.1354,0.0027,0.0013,0.0
"Participate in architectural and engineering planning and design, including space and installation management.",0.8234999999999999,0.098,0.0,0.0,0.0784,0.0,0.0
Participate in games for gambling establishments to provide the minimum complement of players at a table.,0.3953,0.6047,0.0,0.0,0.0,0.0,0.0
Participate in internal or external audits.,0.8421,0.0263,0.0263,0.0263,0.0263,0.0526,0.0
Participate in the development of product specifications.,0.7040000000000001,0.059500000000000004,0.0131,0.0105,0.20579999999999998,0.006999999999999999,0.0
"Participate in the development of specifications for equipment, products, or substitute materials.",0.7099,0.0617,0.018500000000000003,0.0062,0.19140000000000001,0.0123,0.0
"Participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",0.9679000000000001,0.0092,0.0092,0.0,0.0138,0.0,0.0
Participate in the preparation of reports or scientific publications.,0.7757,0.0467,0.0125,0.0,0.1464,0.0187,0.0
Participate in the publication of data or information.,0.7895,0.10529999999999999,0.0,0.0,0.0526,0.0526,0.0
"Perform Web site tests according to planned schedules, or after any Web site or product revision.",0.8371,0.1417,0.0,0.006500000000000001,0.0016,0.013000000000000001,0.0
"Perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories.",0.8611,0.0278,0.0,0.0,0.11109999999999999,0.0,0.0
"Perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",0.9301999999999999,0.0,0.0233,0.0233,0.0233,0.0,0.0
"Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.",0.8,0.1,0.0,0.0333,0.0,0.0667,0.0
"Perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes.",0.7091,0.2364,0.0,0.0364,0.0182,0.0,0.0
"Perform budgeting duties, such as assisting in budget preparation, expenditure review, or budget administration.",0.8795000000000001,0.0482,0.0241,0.0361,0.012,0.0,0.0
"Perform business management duties, such as maintaining records or files, preparing reports, or ordering supplies or equipment.",0.8421,0.0,0.0526,0.0,0.10529999999999999,0.0,0.0
"Perform clerical duties, such as filing, typing, operating switchboards, or routing mail and messages.",0.8998,0.0216,0.0023,0.0706,0.0023,0.0034000000000000002,0.0
"Perform complex calculations as part of the analysis and evaluation of data, using computers.",0.9229999999999999,0.04019999999999999,0.0054,0.0017000000000000001,0.0184,0.011399999999999999,0.0
Perform computations and apply methods of numerical analysis to data.,0.9481,0.0375,0.0,0.0029,0.0029,0.0086,0.0
"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",0.7069,0.2241,0.0,0.0,0.069,0.0,0.0
"Perform contract administration duties, assisting with bid openings or the awarding of contracts.",0.9677,0.0323,0.0,0.0,0.0,0.0,0.0
"Perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.",0.619,0.09519999999999999,0.09519999999999999,0.047599999999999996,0.1429,0.0,0.0
Perform crisis interventions with clients.,0.2232,0.2054,0.07139999999999999,0.48210000000000003,0.0,0.0179,0.0
Perform data backups and disaster recovery operations.,0.8908,0.0747,0.005699999999999999,0.023,0.005699999999999999,0.0,0.0
Perform data entry and other clerical work as required for project completion.,0.7097,0.129,0.0,0.1613,0.0,0.0,0.0
"Perform database verifications, using computers.",0.9533,0.0044,0.0003,0.0179,0.0006,0.0236,0.0
"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",0.8493999999999999,0.0482,0.0203,0.0059,0.0677,0.0085,0.0
"Perform general administrative tasks, such as taking attendance, editing internal paperwork, and making phone calls.",0.8340000000000001,0.0432,0.0005,0.10890000000000001,0.011699999999999999,0.0016,0.0
"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",0.7552,0.1722,0.0166,0.015700000000000002,0.01,0.0304,0.0
Perform marketing and public relations activities.,0.9118999999999999,0.0377,0.0063,0.0252,0.0189,0.0,0.0
Perform needs assessments or consult with clients to determine the types of research and information required.,0.603,0.1206,0.005,0.2462,0.020099999999999996,0.005,0.0
"Perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",0.6393,0.306,0.0167,0.0155,0.021400000000000002,0.0012,0.0
Perform or direct Web site updates.,0.6515000000000001,0.1564,0.0034999999999999996,0.0075,0.18030000000000002,0.0008,0.0
"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",0.604,0.2089,0.0072,0.0024,0.1757,0.0017000000000000001,0.0
"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.9575,0.014199999999999999,0.0,0.0,0.0085,0.019799999999999998,0.0
"Perform personnel duties, such as hiring staff and evaluating work performance.",0.7222,0.2407,0.0,0.018500000000000003,0.018500000000000003,0.0,0.0
Perform quality checks on products and parts.,0.7946,0.0028000000000000004,0.0009,0.0,0.0,0.20170000000000002,0.0
"Perform quality control audits to ensure accuracy, completeness, or proper usage of clinical systems and data.",0.8894,0.023,0.0046,0.0046,0.0092,0.0691,0.0
Perform risk analyses so that appropriate countermeasures can be developed.,0.9114,0.048799999999999996,0.0028000000000000004,0.0021,0.0091,0.0258,0.0
Perform risk assessments to develop response strategies.,0.9297,0.0431,0.005600000000000001,0.009399999999999999,0.0037,0.0084,0.0
"Perform routine network startup and shutdown procedures, and maintain control records.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Perform routine system administrative functions, such as troubleshooting, back-ups, or upgrades.",0.7176,0.2444,0.0060999999999999995,0.0123,0.018000000000000002,0.0016,0.0
"Perform sales floor work, such as greeting or assisting customers, stocking shelves, or taking inventory.",0.2493,0.0176,0.0029,0.7273000000000001,0.0,0.0029,0.0
Perform securities valuation or pricing.,0.8421,0.15789999999999998,0.0,0.0,0.0,0.0,0.0
Perform security analyses of developed or packaged software components.,0.9009,0.04,0.0018,0.0054,0.0054,0.0466,0.0
Perform statistical analysis of environmental data.,0.9118,0.0,0.0294,0.0294,0.0,0.0294,0.0
"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",0.7934,0.15460000000000002,0.0098,0.0027,0.0373,0.0022,0.0
Perform tax planning work.,0.8136,0.1017,0.0,0.0169,0.0678,0.0,0.0
"Perform validation and testing of models to ensure adequacy, and reformulate models, as necessary.",0.7603,0.13699999999999998,0.0,0.020499999999999997,0.0753,0.0068000000000000005,0.0
Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.,0.9455,0.0182,0.0,0.0121,0.0060999999999999995,0.0182,0.0
"Perform various administrative tasks, such as typing documents or answering telephone calls.",0.8447,0.036000000000000004,0.0019,0.1061,0.0095,0.0019,0.0
"Perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules.",0.9819,0.006,0.0,0.006,0.006,0.0,0.0
Perform visual inspections of finished products.,0.9634999999999999,0.0054,0.0,0.0016,0.0031,0.0264,0.0
Persuade customers to purchase merchandise or services.,0.6265999999999999,0.1888,0.0104,0.168,0.0062,0.0,0.0
"Plan and carry out work assignments, using blueprints, schematic drawings, technical manuals, wiring diagrams, or liquid or air flow sheets, following prescribed regulations, directives, or other instructions as required.",0.9031999999999999,0.0645,0.0,0.0323,0.0,0.0,0.0
"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.7143,0.0317,0.0159,0.0317,0.20629999999999998,0.0,0.0
Plan and conduct special research projects in area of interest or expertise.,0.8382,0.0,0.1471,0.0,0.0,0.0147,0.0
Plan and coordinate advertising campaigns and sales promotions and prepare merchandise displays and advertising copy.,0.7347,0.102,0.0204,0.0,0.1429,0.0,0.0
"Plan and develop pre-production ideas into outlines, scripts, story boards, and graphics, using own ideas or specifications of assignments.",0.9051,0.0202,0.0,0.001,0.0737,0.0,0.0
"Plan and develop programs, agendas, budgets, and services according to customer requirements.",0.6667000000000001,0.1288,0.0152,0.0152,0.17420000000000002,0.0,0.0
Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.,0.373,0.5952000000000001,0.0,0.0079,0.023799999999999998,0.0,0.0
"Plan and establish work schedules, assignments, and production sequences to meet production goals.",0.8798999999999999,0.081,0.0,0.011200000000000002,0.0279,0.0,0.0
Plan and execute advertising policies and strategies for organizations.,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0
Plan and modify product configurations to meet customer needs.,0.5631,0.1359,0.0097,0.0,0.2816,0.0097,0.0
"Plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",0.8367,0.022000000000000002,0.0009,0.0046,0.13119999999999998,0.0046,0.0
"Plan and schedule programming and event coverage, based on broadcast length, time availability, and other factors, such as community needs, ratings data, and viewer demographics.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Plan data collection methods for specific projects, and determine the types and sizes of sample groups to be used.",0.7159,0.0682,0.011399999999999999,0.0,0.2045,0.0,0.0
Plan layouts of structural architectural projects.,0.5333,0.1333,0.0,0.0,0.3333,0.0,0.0
Plan menus according to employers' needs and diet restrictions.,0.8484999999999999,0.030299999999999997,0.0,0.0,0.12119999999999999,0.0,0.0
"Plan menus that are varied, nutritionally balanced, and appetizing, taking advantage of foods in season and local availability.",0.7857,0.0,0.0,0.0179,0.19640000000000002,0.0,0.0
"Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions.",0.8125,0.1875,0.0,0.0,0.0,0.0,0.0
"Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.7353000000000001,0.0,0.0,0.0882,0.1471,0.0294,0.0
"Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management.",0.5761,0.0761,0.0,0.3261,0.0217,0.0,0.0
Plan or implement improvements to internal or external systems or processes.,0.7414000000000001,0.10189999999999999,0.0172,0.019299999999999998,0.1159,0.0043,0.0
